"NUMQ","FET","CONTFET","DELICTE","VEHIMV","ONV","CONFADR","MUNI_FET","MUNI_FET_1A3","DISTRICTE_FET","BARRI_FET","BARRI_FET_TOTAMB","ONP","ESTACIO_FET","TRANSP_FET","TRANSP_LINIA_FET","TRANSP_ESTACIO_LINIA_FET","VAL_AFEC","NOT_AGRE_1A3","QUI01_AGRE","SIG","MOT_A","MOT_B","MOT_C","MOT_D","MOT_E","MOT_F","MOT_G","MOT_H","MOT_J","MOT_08","MOT_09","MOT_10","MOT_11","MOT_12","MOT_13","MOT_14","MOT_15","MOT_16","MOT_17","MOT_18","MOT_19","MOT_95","DISTRICTE_RES","SEXE","EDAT1699_1A4","NACIO_ACT_UE","NIVELLSOCIO_LLAR","HAB_PERS_1A4","AMBIT","CONSUM","I_ATRACCIO","PES"
203277,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","TERCER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","L'ANTIGA ESQUERRA DE L'EIXAMPLE","L'ANTIGA ESQUERRA DE L'EIXAMPLE","A UN BAR O RESTAURANT",,,,,"6","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","DONA","DE 30 A 44 ANYS","ESPANYOLA","ALT","VIU SOL/A","SEGURETAT PERSONAL","NO","ALTRES DISTRICTES",0.572166048032247
203277,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","2","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","LES CORTS","DONA","DE 30 A 44 ANYS","ESPANYOLA","ALT","VIU SOL/A","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.572166048032247
203277,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","DONA","DE 30 A 44 ANYS","ESPANYOLA","ALT","VIU SOL/A","SEGURETAT PERSONAL","NO",,0.572166048032247
203278,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","4","NO CONTESTA",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.05942500755432
203278,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","4","NO CONTESTA",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.05942500755432
203278,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","4","NO CONTESTA",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.05942500755432
203278,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","SEGON CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 1 (VERMELLA)","L1","4","NO CONTESTA",,"NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.05942500755432
203282,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","DONA","DE 45 A 64 ANYS","ESPANYOLA","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.638569254250333
203282,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","DONA","DE 45 A 64 ANYS","ESPANYOLA","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.638569254250333
203282,"ALTRA ESTAFA O FRAU","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","DONA","DE 45 A 64 ANYS","ESPANYOLA","BAIX","DUES","SEGURETAT PERSONAL","SÍ",,0.638569254250333
203285,"AGRESSIÓ FÍSICA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.427382309857036
203285,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.427382309857036
203285,"ALTRA ESTAFA O FRAU","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.427382309857036
203286,"INTENT/S DE ROBATORI A LA SEGONA RESIDÈNCIA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L'EIXAMPLE","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","QUATRE O MÉS","SEGONA RESIDÈNCIA","NO",,2.09279312155493
203294,"INTENT/S DE ROBATORI DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - LÍNIA 5 (BLAVA)","L5","5","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","DONA","DE 45 A 64 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",1.26328091655572
203301,"INTENT/S D'ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SANT ANDREU","LA SAGRERA","LA SAGRERA","A UNA PLAÇA",,,,,"0 = NO LI VA AFECTAR GENS","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","SÍ","SÍ","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT ANDREU","HOME","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","NO","MATEIX DISTRICTE",0.968464642475179
203305,"ROBATORI/S AL SEU DOMICILI","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","BAIX","VIU SOL/A","DOMICILI","SÍ",,0.574383745892837
203306,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ",,1.28219731703972
203307,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","SÍ","BICICLETA","AL CARRER",,"BARCELONA","BARCELONA","SANTS - MONTJUÏC","SANTS","SANTS",,,,,,"10 = LI VA AFECTAR MOLTÍSSIM","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","VEHICLE","SÍ","MATEIX DISTRICTE",0.842971661718118
203307,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","DURANT EL TRAJECTE, DINS UN VAGÓ DE METRO, DE FGC, DE TRAMVIA, DE TREN O D'AUTOBÚS",,"METRO","METRO - NO RECORDA LA LÍNIA","METRO - NO RECORDA LA LÍNIA","5","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.842971661718118
203307,"AGRESSIÓ FÍSICA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ",,0.842971661718118
203307,"INTIMIDACIONS, COACCIONS O AMENACES","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ",,0.842971661718118
203309,"ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","EIXAMPLE","SANT ANTONI","SANT ANTONI","A UN CARRER AMB POCA GENT",,,,,"2","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"GRÀCIA","DONA","DE 16 A 29 ANYS","ESPANYOLA","ALT","NO CONTESTA","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",0.694725621473785
203311,"ROBATORI/S AL SEU DOMICILI","PRIMER CAS","SÍ",,,"SÍ","BARCELONA","BARCELONA","LES CORTS","LA MATERNITAT I SANT RAMON","LA MATERNITAT I SANT RAMON",,,,,,"6","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 45 A 64 ANYS","ESPANYOLA","BAIX","VIU SOL/A","DOMICILI","SÍ","MATEIX DISTRICTE",0.519429755804048
203311,"ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 45 A 64 ANYS","ESPANYOLA","BAIX","VIU SOL/A","SEGURETAT PERSONAL","SÍ",,0.519429755804048
203311,"INTENT/S D'ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","VERDAGUER",,,"VERDAGUER","7","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","LES CORTS","HOME","DE 45 A 64 ANYS","ESPANYOLA","BAIX","VIU SOL/A","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",0.519429755804048
203311,"INTENT/S D'ESTREBADA","SEGON CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 45 A 64 ANYS","ESPANYOLA","BAIX","VIU SOL/A","SEGURETAT PERSONAL","NO",,0.519429755804048
203311,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LES CORTS","HOME","DE 45 A 64 ANYS","ESPANYOLA","BAIX","VIU SOL/A","SEGURETAT PERSONAL","NO",,0.519429755804048
203312,"INTENT/S DE ROBATORI DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)","A UNA ESTACIÓ DE TREN, METRO, FGC, AEROPORT O TERMINAL-ESTACIÓ D'AUTOBUSOS (VESTÍBULS, ANDANES, ESCALES,...)","ARC DEL TRIOMF (METRO, RENFE)",,,"ARC DEL TRIOMF (METRO, RENFE)","0 = NO LI VA AFECTAR GENS","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","L'EIXAMPLE","DONA","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","DUES","SEGURETAT PERSONAL","NO","TRANSPORT PÚBLIC (DINS VAGÓ O AUTOBÚS, ESTACIÓ METRO/FCG)",2.09279312155493
203313,"ROBATORI/S D’OBJECTES DE L’INTERIOR DEL VEHICLE","PRIMER CAS","SÍ","COTXE","A UN PÀRQUING",,"BARCELONA","BARCELONA","SANTS - MONTJUÏC","EL POBLE SEC","EL POBLE SEC",,,,,,"1","NO, PERÒ SAP QUI HO VA FER","NO EL/LA CONEIXIA","SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","VEHICLE","SÍ","MATEIX DISTRICTE",1.39985892727979
203316,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L'EIXAMPLE","HOME","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","VIU SOL/A","SEGURETAT PERSONAL","SÍ",,2.3373330629992
203318,"ALTRA ESTAFA O FRAU","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NOU BARRIS","HOME","DE 16 A 29 ANYS","RESTA PAÏSOS","BAIX","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.994619237817372
203320,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","NO CONTESTA",,,,,"2","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","SÍ","NO","SÍ","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","CIUTAT VELLA","DONA","DE 45 A 64 ANYS","RESTA PAÏSOS","BAIX","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.424207059542996
203322,"COBRAR INDEGUDAMENT INSPECCIONS DE SERVEIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 16 A 29 ANYS","ESPANYOLA","BAIX","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.438702227922442
203323,"ESTREBADA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"8","SÍ","NO EL/LA CONEIXIA","NO, NO HO VA DENUNCIAR","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","L'EIXAMPLE","DONA","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",1.96187388121978
203323,"INTENT/S D'ESTREBADA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L'EIXAMPLE","DONA","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","NO",,1.96187388121978
203323,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER TRANSITAT",,,,,"8","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR PERÒ NO VA ARRIBAR A FIRMAR CAP DOCUMENT","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","L'EIXAMPLE","DONA","DE 16 A 29 ANYS","RESTA PAÏSOS","MITJÀ","TRES","SEGURETAT PERSONAL","SÍ","ALTRES DISTRICTES",1.96187388121978
203324,"ROBATORI/S DE LA BOSSA/CARTERA/ALTRES OBJECTES SENSE AMENACES O VIOLÈNCIA","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SANT ANDREU","DONA","DE 16 A 29 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,0.791897854702434
203329,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","SÍ","MOTO, VESPA O CICLOMOTOR","AL CARRER",,"BARCELONA","BARCELONA","EIXAMPLE","SANT ANTONI","SANT ANTONI",,,,,,"5","NO, I NO SAP QUI HO VA FER",,"SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"SANTS-MONTJUÏC","HOME","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","VEHICLE","SÍ","ALTRES DISTRICTES",1.20222715564927
203330,"ROBATORI/S D’ACCESSORIS O PARTS DEL VEHICLE","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HORTA-GUINARDÓ","DONA","DE 30 A 44 ANYS","ESPANYOLA","MITJÀ","QUATRE O MÉS","VEHICLE","SÍ",,1.25843928513075
203332,"ALTRA ESTAFA O FRAU","PRIMER CAS","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L'EIXAMPLE","HOME","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ",,1.45469490647882
203333,"ROBATORI/S D’OBJECTES DE L’INTERIOR DEL VEHICLE","PRIMER CAS","SÍ","COTXE","AL CARRER",,"BARCELONA","BARCELONA","SARRIÀ - SANT GERVASI","SANT GERVASI-GALVANY","SANT GERVASI-GALVANY",,,,,,"8","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SARRIÀ-SANT GERVASI","HOME","DE 30 A 44 ANYS","ESPANYOLA","ALT","DUES","VEHICLE","SÍ","MATEIX DISTRICTE",1.01812537365064
203335,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","PRIMER CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SARRIÀ-SANT GERVASI","HOME","DE 45 A 64 ANYS","ESPANYOLA","ALT","NO CONTESTA","SEGURETAT PERSONAL","SÍ",,0.984028784394438
203335,"CÀRRECS INDEGUTS A LA TARGETA BANCÀRIA O EXTRACCIÓ DE COMPTES BANCARIS","SEGON CAS","SÍ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SARRIÀ-SANT GERVASI","HOME","DE 45 A 64 ANYS","ESPANYOLA","ALT","NO CONTESTA","SEGURETAT PERSONAL","SÍ",,0.984028784394438
203336,"ROBATORI/S DEL TELÈFON MÒBIL","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","SANT MARTÍ","LA VILA OLÍMPICA DEL POBLENOU","LA VILA OLÍMPICA DEL POBLENOU","A UNA PLAÇA",,,,,"5","NO, I NO SAP QUI HO VA FER",,"NO, NO HO VA DENUNCIAR","NO","NO","NO","NO","NO","SÍ","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SANT MARTÍ","HOME","DE 30 A 44 ANYS","RESTA PAÏSOS","BAIX","QUATRE O MÉS","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.837779843834291
203339,"ATRACAMENT AMB AMENACES O VIOLÈNCIA","PRIMER CAS","SÍ",,,,"BARCELONA","BARCELONA","CIUTAT VELLA","EL RAVAL","EL RAVAL","A UN CARRER AMB POCA GENT",,,,,"10 = LI VA AFECTAR MOLTÍSSIM","SÍ","NO EL/LA CONEIXIA","SÍ, HO VA DENUNCIAR I VA FIRMAR UN DOCUMENT",,,,,,,,,,,,,,,,,,,,,,,"CIUTAT VELLA","DONA","DE 30 A 44 ANYS","ALTRES UNIÓ EUROPEA","MITJÀ","DUES","SEGURETAT PERSONAL","SÍ","MATEIX DISTRICTE",0.533888821647057
